idVariable,fecha,valor
1,14/05/1997,25.307
1,15/05/1997,24.736
1,16/05/1997,25.207
1,19/05/1997,25.092
1,20/05/1997,25.355
1,21/05/1997,25.594
1,22/05/1997,25.546
1,23/05/1997,25.751
1,26/05/1997,25.829
1,27/05/1997,26.479
1,28/05/1997,26.326
1,29/05/1997,26.197
1,30/05/1997,26.007
1,02/06/1997,26.017
1,03/06/1997,25.998
1,04/06/1997,26.007
1,05/06/1997,25.907
1,06/06/1997,25.909
1,10/06/1997,25.778
1,11/06/1997,25.919
1,12/06/1997,25.857
1,13/06/1997,25.751
1,17/06/1997,25.502
1,18/06/1997,25.375
1,19/06/1997,25.142
1,20/06/1997,25.447
1,23/06/1997,25.099
1,24/06/1997,25.494
1,25/06/1997,25.912
1,26/06/1997,26.087
1,27/06/1997,26.437
1,30/06/1997,25.862
1,01/07/1997,26.624
1,02/07/1997,26.392
1,03/07/1997,26.792
1,04/07/1997,26.713
1,07/07/1997,26.487
1,08/07/1997,26.283
1,10/07/1997,26.639
1,11/07/1997,26.485
1,14/07/1997,26.309
1,15/07/1997,26.141
1,16/07/1997,26.023
1,17/07/1997,26.145
1,18/07/1997,26.257
1,21/07/1997,26.644
1,22/07/1997,26.742
1,23/07/1997,27.100
1,24/07/1997,27.183
1,25/07/1997,27.212
1,28/07/1997,26.907
1,29/07/1997,26.873
1,30/07/1997,27.070
1,31/07/1997,26.863
1,01/08/1997,26.836
1,04/08/1997,27.314
1,05/08/1997,27.345
1,06/08/1997,27.463
1,07/08/1997,27.274
1,08/08/1997,27.309
1,11/08/1997,27.469
1,12/08/1997,27.545
1,13/08/1997,27.655
1,14/08/1997,27.667
1,15/08/1997,27.593
1,19/08/1997,27.546
1,20/08/1997,27.682
1,21/08/1997,27.999
1,22/08/1997,28.128
1,25/08/1997,28.197
1,26/08/1997,28.180
1,27/08/1997,28.192
1,28/08/1997,28.271
1,29/08/1997,27.879
1,01/09/1997,28.044
1,02/09/1997,27.632
1,03/09/1997,27.483
1,04/09/1997,27.703
1,05/09/1997,27.734
1,08/09/1997,27.387
1,09/09/1997,27.469
1,10/09/1997,27.364
1,11/09/1997,27.435
1,12/09/1997,27.692
1,15/09/1997,27.374
1,16/09/1997,27.111
1,17/09/1997,27.316
1,18/09/1997,27.076
1,19/09/1997,27.077
1,22/09/1997,27.230
1,23/09/1997,27.134
1,24/09/1997,27.284
1,25/09/1997,27.890
1,26/09/1997,28.029
1,29/09/1997,26.812
1,30/09/1997,26.521
1,01/10/1997,27.019
1,02/10/1997,26.976
1,03/10/1997,26.984
1,06/10/1997,27.316
1,07/10/1997,27.163
1,08/10/1997,27.259
1,09/10/1997,27.450
1,10/10/1997,27.549
1,13/10/1997,27.682
1,14/10/1997,27.547
1,15/10/1997,27.414
1,16/10/1997,27.619
1,17/10/1997,27.859
1,20/10/1997,27.798
1,21/10/1997,28.141
1,22/10/1997,28.003
1,23/10/1997,28.101
1,24/10/1997,28.183
1,27/10/1997,27.981
1,28/10/1997,27.590
1,29/10/1997,27.451
1,30/10/1997,27.692
1,31/10/1997,27.591
1,03/11/1997,28.000
1,04/11/1997,28.192
1,05/11/1997,28.526
1,06/11/1997,28.981
1,07/11/1997,29.045
1,10/11/1997,28.944
1,11/11/1997,28.873
1,12/11/1997,28.739
1,13/11/1997,28.757
1,14/11/1997,28.669
1,17/11/1997,28.542
1,18/11/1997,28.350
1,19/11/1997,28.371
1,20/11/1997,28.350
1,21/11/1997,28.061
1,24/11/1997,27.990
1,25/11/1997,27.628
1,26/11/1997,27.429
1,27/11/1997,27.471
1,28/11/1997,27.331
1,01/12/1997,27.536
1,02/12/1997,28.200
1,03/12/1997,28.315
1,04/12/1997,28.440
1,05/12/1997,28.632
1,09/12/1997,28.476
1,10/12/1997,28.475
1,11/12/1997,28.670
1,12/12/1997,28.771
1,15/12/1997,28.467
1,16/12/1997,29.354
1,17/12/1997,29.325
1,18/12/1997,29.555
1,19/12/1997,30.129
1,22/12/1997,30.192
1,23/12/1997,30.337
1,24/12/1997,30.478
1,26/12/1997,30.453
1,29/12/1997,29.799
1,31/12/1997,29.769
1,02/01/1998,29.628
1,05/01/1998,30.175
1,06/01/1998,30.318
1,07/01/1998,30.321
1,08/01/1998,30.121
1,09/01/1998,29.950
1,12/01/1998,29.960
1,13/01/1998,30.190
1,14/01/1998,30.677
1,15/01/1998,30.437
1,16/01/1998,30.646
1,19/01/1998,30.477
1,20/01/1998,29.675
1,21/01/1998,29.539
1,22/01/1998,29.177
1,23/01/1998,28.930
1,26/01/1998,28.772
1,27/01/1998,28.918
1,28/01/1998,28.879
1,29/01/1998,28.494
1,30/01/1998,27.914
1,02/02/1998,28.617
1,03/02/1998,29.178
1,04/02/1998,29.970
1,05/02/1998,29.998
1,06/02/1998,29.905
1,09/02/1998,29.866
1,10/02/1998,30.387
1,11/02/1998,30.258
1,12/02/1998,30.344
1,13/02/1998,30.164
1,16/02/1998,30.206
1,17/02/1998,30.059
1,18/02/1998,30.294
1,19/02/1998,30.362
